Date,Open,High,Low,Close,Volume
14/06/2001 16:00:00,14.12,14.12,13.16,13.29,5092600
15/06/2001 16:00:00,13.25,13.46,12.3,12.49,7671600
18/06/2001 16:00:00,12.5,12.7,11.67,11.83,5718400
19/06/2001 16:00:00,12.16,12.65,11.2,11.36,6111500
20/06/2001 16:00:00,11.2,12.7,11.2,12.53,10653200
21/06/2001 16:00:00,12.59,13.2,12.59,13.08,9792600
22/06/2001 16:00:00,13.08,13.28,12.38,12.4,6317000
25/06/2001 16:00:00,12.57,13.14,12.57,12.81,6947000
26/06/2001 16:00:00,12.81,13.74,12.04,13.25,6639500
27/06/2001 16:00:00,13.65,14.25,13.65,14.04,7626100
28/06/2001 16:00:00,14.23,14.59,13.77,14.36,5513300
29/06/2001 16:00:00,14.2,14.65,13.72,14.15,4544500
02/07/2001 16:00:00,14.25,14.71,13.85,14.53,6335800
03/07/2001 16:00:00,14.4,14.5,13.95,13.95,2564000
05/07/2001 16:00:00,14.2,15.45,14.2,15.27,12089500
06/07/2001 16:00:00,14.9,15.72,14.8,15.27,9094900
09/07/2001 16:00:00,15.2,15.9,15.11,15.81,8001900
10/07/2001 16:00:00,15.8,16.12,14.82,15.61,8646400
11/07/2001 16:00:00,15.62,15.8,14.95,15.34,5857700
12/07/2001 16:00:00,16.2,16.54,15.7,16.49,5979700
13/07/2001 16:00:00,16.48,17.25,16.1,17.22,6846900
16/07/2001 16:00:00,17.35,17.42,16.01,16.01,7318000
17/07/2001 16:00:00,15.93,16.49,15.83,16.35,3706400
18/07/2001 16:00:00,16.33,16.65,15.88,15.96,3673200
19/07/2001 16:00:00,16.14,16.8,16.14,16.49,5301400
20/07/2001 16:00:00,16.54,17.25,16.45,16.98,3738400
23/07/2001 16:00:00,17.13,17.13,15.96,16.03,9013300
24/07/2001 16:00:00,14,14,11.9,12.06,32014800
25/07/2001 16:00:00,12.31,12.31,11.07,11.51,12563100
26/07/2001 16:00:00,11.6,12.75,11.23,12.33,10504300
27/07/2001 16:00:00,12.34,12.43,11.7,12.25,9077400
30/07/2001 16:00:00,12.25,12.75,11.98,12.55,5181600
31/07/2001 16:00:00,12.6,12.86,12.23,12.49,4378900
01/08/2001 16:00:00,12.6,12.86,12.17,12.5,5511000
02/08/2001 16:00:00,12.6,12.6,12.1,12.19,3872600
03/08/2001 16:00:00,12.22,12.39,12.11,12.15,3084900
06/08/2001 16:00:00,12.2,12.2,11.85,11.9,2663400
07/08/2001 16:00:00,11.9,11.9,11.52,11.6,2562000
08/08/2001 16:00:00,11.5,11.55,11.03,11.11,3374700
09/08/2001 16:00:00,11.11,11.17,10.25,10.46,6049400
10/08/2001 16:00:00,10.56,10.65,9.94,9.95,9187300
13/08/2001 16:00:00,9.96,10.3,9.77,10.12,4831900
14/08/2001 16:00:00,10.35,11.04,10.27,10.53,4814500
15/08/2001 16:00:00,10.55,10.83,10,10.1,3277800
16/08/2001 16:00:00,10.01,10.15,9.4,9.81,6228800
17/08/2001 16:00:00,9.82,10.09,9.45,9.99,5362200
20/08/2001 16:00:00,9.97,10.41,9.95,10.4,3619500
21/08/2001 16:00:00,10.6,10.79,9.85,9.96,5144200
22/08/2001 16:00:00,9.89,10.23,9.59,10.22,4128900
23/08/2001 16:00:00,10.2,10.22,9.57,9.8,4044400
24/08/2001 16:00:00,9.72,10.3,9.72,10.27,3784000
27/08/2001 16:00:00,9.96,10.27,9.91,10.13,2627900
28/08/2001 16:00:00,10.12,10.15,9.56,9.97,3245600
29/08/2001 16:00:00,9.95,10.05,9.01,9.19,3814500
30/08/2001 16:00:00,9.19,9.49,8.55,8.69,5859400
31/08/2001 16:00:00,8.7,9.3,8.69,8.94,3654100
04/09/2001 16:00:00,8.94,9.19,8.52,8.59,4859000
05/09/2001 16:00:00,8.68,8.68,6.85,7.65,21098400
06/09/2001 16:00:00,7.67,8.19,7.67,8.15,7164700
07/09/2001 16:00:00,8.17,8.61,7.85,8.51,7123200
10/09/2001 16:00:00,8.31,8.65,8.06,8.63,5833600
17/09/2001 16:00:00,8.5,8.5,6.4,7.49,10593300
18/09/2001 16:00:00,7.59,7.75,7.25,7.29,6275200
19/09/2001 16:00:00,7.28,7.45,6.64,7.31,9447000
20/09/2001 16:00:00,7.23,7.64,7.05,7.48,8641100
21/09/2001 16:00:00,6.99,7.72,6.69,7.48,12868700
24/09/2001 16:00:00,7.7,7.83,7.34,7.46,5119500
25/09/2001 16:00:00,7.45,7.57,7.02,7.09,4868200
26/09/2001 16:00:00,7.09,7.23,6,6.3,7739100
27/09/2001 16:00:00,6.36,6.64,5.67,6.2,8275600
28/09/2001 16:00:00,6.15,6.47,5.83,5.97,7000300
01/10/2001 16:00:00,6.04,6.1,5.51,6.01,8006100
02/10/2001 16:00:00,5.95,6.17,5.95,6.08,5687400
03/10/2001 16:00:00,6.02,7.21,6.02,6.76,5347900
04/10/2001 16:00:00,6.76,7.87,6.68,7.04,6223200
05/10/2001 16:00:00,7.18,7.9,6.74,7.2,5901900
08/10/2001 16:00:00,7.05,7.3,6.91,7.12,3934500
09/10/2001 16:00:00,7.09,7.12,6.67,6.91,2767100
10/10/2001 16:00:00,6.92,7.31,6.8,7.26,3093100
11/10/2001 16:00:00,7.5,8.16,7.5,7.85,6713000
12/10/2001 16:00:00,8,8.15,7.47,8.07,3687100
15/10/2001 16:00:00,8.23,9.2,8.23,8.88,8610700
16/10/2001 16:00:00,9.11,9.75,9.11,9.56,8312100
17/10/2001 16:00:00,9.99,9.99,8.85,8.92,8957700
18/10/2001 16:00:00,8.8,9.23,8.38,8.47,4353300
19/10/2001 16:00:00,8.26,8.52,7.5,8.01,7009400
22/10/2001 16:00:00,8.04,8.83,8.04,8.77,4241800
23/10/2001 16:00:00,9,9.6,8.85,9.55,12389100
24/10/2001 16:00:00,8.15,8.15,7.4,7.64,26707000
25/10/2001 16:00:00,7.78,7.78,7.15,7.77,9283700
26/10/2001 16:00:00,7.63,8.01,7.51,7.56,6107300
29/10/2001 16:00:00,7.61,7.66,6.64,7.03,5147600
30/10/2001 16:00:00,6.42,7.03,6.32,6.42,10056100
31/10/2001 16:00:00,6.55,7.02,6.55,6.98,7750000
01/11/2001 16:00:00,7.05,7.1,6.6,6.94,5054900
02/11/2001 16:00:00,6.95,6.95,6.67,6.78,3699000
05/11/2001 16:00:00,6.96,7.2,6.96,6.99,6311400
06/11/2001 16:00:00,7.13,7.13,6.91,7.07,5607900
07/11/2001 16:00:00,7.01,7.68,6.98,7.43,9773100
08/11/2001 16:00:00,7.44,7.67,6.74,6.97,9493900
09/11/2001 16:00:00,7.15,7.22,6.97,7.15,4405900
12/11/2001 16:00:00,7.15,7.24,6.8,7.07,3829600
13/11/2001 16:00:00,7.2,7.53,7.2,7.29,6143900
14/11/2001 16:00:00,7.6,9.49,7.6,9.49,29536600
15/11/2001 16:00:00,9.47,9.9,8.75,8.99,20959600
16/11/2001 16:00:00,9.1,9.35,8.75,9,13063900
19/11/2001 16:00:00,9,9.5,9,9.24,10058600
20/11/2001 16:00:00,9.19,9.3,8.6,8.6,7465500
21/11/2001 16:00:00,8.67,8.97,8.04,8.8,9014500
23/11/2001 16:00:00,8.85,9.14,8.56,9.08,4080200
26/11/2001 16:00:00,9.8,12.22,9.8,12.21,51227500
27/11/2001 16:00:00,12.22,12.25,11.22,11.48,34342200
28/11/2001 16:00:00,11.44,12.4,11.18,11.59,48569200
29/11/2001 16:00:00,11.58,11.9,10.79,11.15,20290300
30/11/2001 16:00:00,11.3,11.55,10.8,11.32,8918000
03/12/2001 16:00:00,11.08,11.08,10.48,10.49,9529300
04/12/2001 16:00:00,10.76,12.05,10.71,11.93,14532100
05/12/2001 16:00:00,11.99,12.8,11.75,11.76,23912200
06/12/2001 16:00:00,11.85,12.4,11.85,12.1,12484600
07/12/2001 16:00:00,12.27,12.3,11.5,11.71,7088000
10/12/2001 16:00:00,11.7,12.15,11.44,11.65,8516400
11/12/2001 16:00:00,11.82,12.43,11.78,12.24,14134600
12/12/2001 16:00:00,12.5,12.5,11.63,11.91,8076600
13/12/2001 16:00:00,11.8,11.8,10.85,10.89,7880300
14/12/2001 16:00:00,11.01,11.2,10.07,11.09,10032700
17/12/2001 16:00:00,11.14,11.14,10.18,10.81,8608400
18/12/2001 16:00:00,11.1,11.36,10.62,10.86,7357400
19/12/2001 16:00:00,10.98,11.15,10.51,10.71,7007300
20/12/2001 16:00:00,10.69,10.83,10.14,10.15,7851200
21/12/2001 16:00:00,10.1,11.06,9.95,10.18,13945200
24/12/2001 16:00:00,10.2,10.22,9.51,9.82,6244500
26/12/2001 16:00:00,11.1,11.29,10.87,11.1,18200100
